Time Series Search Export,Search term,Search filters,,Last update of Credit to the non-financial sector data,Downloaded at,Source,Source URL,Download URL,About Credit to the non-financial sector
,,,,2025-06-16,2025-06-23 17:56 CEST,BIS,"https://data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.RU.P.B.M.USD.A?","https://data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.RU.P.B.M.USD.A?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code",https://data.bis.org/topics/TOTAL_CREDIT

DATAFLOW_ID,KEY,FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,Unit,Unit multiplier,TIME_PERIOD,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS,OBS_VALUE
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2019-12-31,F,,A,905.23
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2020-03-31,F,,A,759.518
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2020-06-30,F,,A,833.379
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2020-09-30,F,,A,784.882
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2020-12-31,F,,A,841.862
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2021-03-31,F,,A,853.605
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2021-06-30,F,,A,914.868
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2021-09-30,F,,A,958.675
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2021-12-31,F,,A,958.682
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2022-03-31,F,,A,897.26
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2022-06-30,F,,A,1434.459
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2022-09-30,F,,A,1351.05
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2022-12-31,F,,A,1149.806
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2023-03-31,F,,A,1118.184
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2023-06-30,F,,A,1049.265
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2023-09-30,F,,A,1012.277
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2023-12-31,F,,A,1130.675
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2024-03-31,F,,A,1141.846
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2024-06-30,F,,A,1300.866
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2024-09-30,F,,A,1260.894
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2024-12-31,F,,A,1201.525
